 time            time            v(in_delay)     v(mid1_delay)   v(mid2_delay)   v(out_delay)   
 1.19822165e-08  1.19822165e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.19911083e-08  1.19911083e-08  0.00000000e+00  1.20000000e+00  1.54877431e-10  1.20000000e+00 
 1.20000000e-08  1.20000000e-08  0.00000000e+00  1.20000000e+00  1.54877451e-10  1.20000000e+00 
 1.20010000e-08  1.20010000e-08  0.00000000e+00  1.20000000e+00  1.54877464e-10  1.20000000e+00 
 1.20030000e-08  1.20030000e-08  0.00000000e+00  1.20000000e+00  1.54877446e-10  1.20000000e+00 
 1.20070000e-08  1.20070000e-08  0.00000000e+00  1.20000000e+00  1.54877450e-10  1.20000000e+00 
 1.20150000e-08  1.20150000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.20250000e-08  1.20250000e-08  0.00000000e+00  1.20000000e+00  1.54877440e-10  1.20000000e+00 
 1.20350000e-08  1.20350000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.20450000e-08  1.20450000e-08  0.00000000e+00  1.20000000e+00  1.54877505e-10  1.20000000e+00 
 1.20550000e-08  1.20550000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.20650000e-08  1.20650000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.20750000e-08  1.20750000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.20850000e-08  1.20850000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.20950000e-08  1.20950000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.21050000e-08  1.21050000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.21150000e-08  1.21150000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.21250000e-08  1.21250000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.21350000e-08  1.21350000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.21450000e-08  1.21450000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.21550000e-08  1.21550000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.21650000e-08  1.21650000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.21750000e-08  1.21750000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.21850000e-08  1.21850000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.21950000e-08  1.21950000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.22050000e-08  1.22050000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.22150000e-08  1.22150000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.22250000e-08  1.22250000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.22350000e-08  1.22350000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.22450000e-08  1.22450000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.22550000e-08  1.22550000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.22650000e-08  1.22650000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.22750000e-08  1.22750000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.22850000e-08  1.22850000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.22950000e-08  1.22950000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.23050000e-08  1.23050000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.23150000e-08  1.23150000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.23250000e-08  1.23250000e-08  0.00000000e+00  1.20000000e+00  1.54877493e-10  1.20000000e+00 
 1.23350000e-08  1.23350000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.23450000e-08  1.23450000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.23550000e-08  1.23550000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.23650000e-08  1.23650000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.23750000e-08  1.23750000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.23850000e-08  1.23850000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.23950000e-08  1.23950000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.24050000e-08  1.24050000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.24150000e-08  1.24150000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.24250000e-08  1.24250000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.24350000e-08  1.24350000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.24450000e-08  1.24450000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.24550000e-08  1.24550000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.24650000e-08  1.24650000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.24750000e-08  1.24750000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.24850000e-08  1.24850000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.24950000e-08  1.24950000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.25050000e-08  1.25050000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.25150000e-08  1.25150000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.25250000e-08  1.25250000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.25350000e-08  1.25350000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.25450000e-08  1.25450000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.25550000e-08  1.25550000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.25650000e-08  1.25650000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.25750000e-08  1.25750000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.25850000e-08  1.25850000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.25950000e-08  1.25950000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.26050000e-08  1.26050000e-08  0.00000000e+00  1.20000000e+00  1.54877493e-10  1.20000000e+00 
 1.26150000e-08  1.26150000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.26250000e-08  1.26250000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.26350000e-08  1.26350000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.26450000e-08  1.26450000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.26550000e-08  1.26550000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.26650000e-08  1.26650000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.26750000e-08  1.26750000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.26850000e-08  1.26850000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.26950000e-08  1.26950000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.27050000e-08  1.27050000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.27150000e-08  1.27150000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.27250000e-08  1.27250000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.27350000e-08  1.27350000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.27450000e-08  1.27450000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.27550000e-08  1.27550000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.27650000e-08  1.27650000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.27750000e-08  1.27750000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.27850000e-08  1.27850000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.27950000e-08  1.27950000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.28050000e-08  1.28050000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.28150000e-08  1.28150000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.28250000e-08  1.28250000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.28350000e-08  1.28350000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.28450000e-08  1.28450000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.28550000e-08  1.28550000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.28650000e-08  1.28650000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.28750000e-08  1.28750000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.28850000e-08  1.28850000e-08  0.00000000e+00  1.20000000e+00  1.54877493e-10  1.20000000e+00 
 1.28950000e-08  1.28950000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.29050000e-08  1.29050000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.29150000e-08  1.29150000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.29250000e-08  1.29250000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.29350000e-08  1.29350000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.29450000e-08  1.29450000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.29550000e-08  1.29550000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.29650000e-08  1.29650000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.29750000e-08  1.29750000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.29850000e-08  1.29850000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.29950000e-08  1.29950000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.30050000e-08  1.30050000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.30150000e-08  1.30150000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.30250000e-08  1.30250000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.30350000e-08  1.30350000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.30450000e-08  1.30450000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.30550000e-08  1.30550000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.30650000e-08  1.30650000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.30750000e-08  1.30750000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.30850000e-08  1.30850000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.30950000e-08  1.30950000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.31050000e-08  1.31050000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.31150000e-08  1.31150000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.31250000e-08  1.31250000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.31350000e-08  1.31350000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.31450000e-08  1.31450000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.31550000e-08  1.31550000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.31650000e-08  1.31650000e-08  0.00000000e+00  1.20000000e+00  1.54877493e-10  1.20000000e+00 
 1.31750000e-08  1.31750000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.31850000e-08  1.31850000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.31950000e-08  1.31950000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.32050000e-08  1.32050000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.32150000e-08  1.32150000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.32250000e-08  1.32250000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.32350000e-08  1.32350000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.32450000e-08  1.32450000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.32550000e-08  1.32550000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.32650000e-08  1.32650000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.32750000e-08  1.32750000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.32850000e-08  1.32850000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.32950000e-08  1.32950000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.33050000e-08  1.33050000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.33150000e-08  1.33150000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.33250000e-08  1.33250000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.33350000e-08  1.33350000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.33450000e-08  1.33450000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.33550000e-08  1.33550000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.33650000e-08  1.33650000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.33750000e-08  1.33750000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.33850000e-08  1.33850000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.33950000e-08  1.33950000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.34050000e-08  1.34050000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.34150000e-08  1.34150000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.34250000e-08  1.34250000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.34350000e-08  1.34350000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.34450000e-08  1.34450000e-08  0.00000000e+00  1.20000000e+00  1.54877493e-10  1.20000000e+00 
 1.34550000e-08  1.34550000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.34650000e-08  1.34650000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.34750000e-08  1.34750000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.34850000e-08  1.34850000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.34950000e-08  1.34950000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.35050000e-08  1.35050000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.35150000e-08  1.35150000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.35250000e-08  1.35250000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.35350000e-08  1.35350000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.35450000e-08  1.35450000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.35550000e-08  1.35550000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.35650000e-08  1.35650000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.35750000e-08  1.35750000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.35850000e-08  1.35850000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.35950000e-08  1.35950000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.36050000e-08  1.36050000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.36150000e-08  1.36150000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.36250000e-08  1.36250000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.36350000e-08  1.36350000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.36450000e-08  1.36450000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.36550000e-08  1.36550000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.36650000e-08  1.36650000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.36750000e-08  1.36750000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.36850000e-08  1.36850000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.36950000e-08  1.36950000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.37050000e-08  1.37050000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.37150000e-08  1.37150000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.37250000e-08  1.37250000e-08  0.00000000e+00  1.20000000e+00  1.54877493e-10  1.20000000e+00 
 1.37350000e-08  1.37350000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.37450000e-08  1.37450000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.37550000e-08  1.37550000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.37650000e-08  1.37650000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.37750000e-08  1.37750000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.37850000e-08  1.37850000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.37950000e-08  1.37950000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.38050000e-08  1.38050000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.38150000e-08  1.38150000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.38250000e-08  1.38250000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.38350000e-08  1.38350000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.38450000e-08  1.38450000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.38550000e-08  1.38550000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.38650000e-08  1.38650000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.38750000e-08  1.38750000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.38850000e-08  1.38850000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.38950000e-08  1.38950000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.39050000e-08  1.39050000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.39150000e-08  1.39150000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.39250000e-08  1.39250000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.39350000e-08  1.39350000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.39450000e-08  1.39450000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.39550000e-08  1.39550000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.39650000e-08  1.39650000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.39750000e-08  1.39750000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.39850000e-08  1.39850000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.39950000e-08  1.39950000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.40050000e-08  1.40050000e-08  0.00000000e+00  1.20000000e+00  1.54877493e-10  1.20000000e+00 
 1.40150000e-08  1.40150000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.40250000e-08  1.40250000e-08  0.00000000e+00  1.20000000e+00  1.54877420e-10  1.20000000e+00 
 1.40350000e-08  1.40350000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.40450000e-08  1.40450000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.40550000e-08  1.40550000e-08  0.00000000e+00  1.20000000e+00  1.54877445e-10  1.20000000e+00 
 1.40650000e-08  1.40650000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.40750000e-08  1.40750000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
 1.40850000e-08  1.40850000e-08  0.00000000e+00  1.20000000e+00  1.54877481e-10  1.20000000e+00 
 1.40950000e-08  1.40950000e-08  0.00000000e+00  1.20000000e+00  1.54877457e-10  1.20000000e+00 
 1.41050000e-08  1.41050000e-08  0.00000000e+00  1.20000000e+00  1.54877432e-10  1.20000000e+00 
 1.41150000e-08  1.41150000e-08  0.00000000e+00  1.20000000e+00  1.54877469e-10  1.20000000e+00 
